firm_name,addr_dept_main,n_offres,sector_main,avg_req_exp,avg_wage,top_skill_req,n_patents,ipc_main_code,ipc_main_desc,ipc_second_code,ipc_second_desc,addr_city_main
"Robert, Christophe",44,,,,,,38,B62D,"MOTOR VEHICLES; TRAILERS (steering, or guiding on a desired track, of agricultural machines or implements A01B0069000000; wheels, castors, axles, increasing wheel adhesion B60B; vehicle tyres, tyre inflation or tyre changing B60C; connections between vehicles of a train or the like B60D; vehicles for use on rail and road, amphibious or convertible vehicles B60F; suspension arrangements B60G; heating, cooling, ventilating or other air treating devices B60H; windows, windscreens, non-fixed roofs, doors or similar devices, protective coverings for vehicles not in use B60J; propulsion plant arrangements, auxiliary drives, transmissions, controls, instrumentation or dashboards B60K; electric equipment or propulsion of electrically-propelled vehicles B60L; power supply for electrically-propelled vehicles B60M; passenger accommodation not otherwise provided for B60N; adaptations for load transportation or to carry special loads or objects B60P; arrangement of signalling or lighting devices, the mounting or supporting thereof or circuits therefor, for vehicles in general B60Q; vehicles, vehicle fittings or vehicle parts, not otherwise provided for B60R; servicing, cleaning, repairing, supporting, lifting, or manoeuvring, not otherwise provided for B60S; brake arrangements, brake control systems or parts thereof B60T; air-cushion vehicles B60V; motorcycles, accessories therefor B62J, B62K; testing of vehicles G01M)",B32B,"LAYERED PRODUCTS, i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT, e.g. CELLULAR OR HONEYCOMB, FORM",Vertou
Robertet S.A.,61,,,,,,40,A61Q,SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",Grasse
"Robin, M. Claude",95,,,,,,1,B60L,"PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000, B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000, B60K0017140000; preventing wheel slip by reducing power in rail vehicles B61C0015080000; dynamo-electric machines H02K; control or regulation of electric motors H02P); SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES (electric coupling devices combined with mechanical couplings of vehicles B60D0001640000; electric heating for vehicles B60H0001000000); ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL (control or regulation of electric motors H02P); MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES; MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES; ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES","","",Saint Leu la Foret
Robo,73,,,,,,4,B41J,"TYPEWRITERS; SELECTIVE PRINTING MECHANISMS, i.e. MECHANISMS PRINTING OTHERWISE THAN FROM A FORME; CORRECTION OF TYPOGRAPHICAL ERRORS (composing B41B; printing on special surfaces B41F; laundry marking B41K; erasers, rubbers or erasing devices B43L0019000000; fluid media for correction of typographical errors by coating C09D0010000000; recording the results of measuring G01; recognition or presentation of data, marking record carriers in digital fashion, e.g. by punching, G06K; franking or ticket-printing and issuing apparatus G07B; electric keyboard switches, in general H01H0013700000, H03K0017940000; coding in connection with keyboards or like devices, in general H03M0011000000; receivers or transmitters for transmission of digital information H04L; transmission or reproduction of documents, or the like, e.g. facsimile transmission, H04N0001000000; printing mechanisms specially adapted for apparatus, e.g. cash registers, weighing machines, producing records of their own performance, see the relevant subclasses);","","",Chambery
Robocath,76,,,,,,27,A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",A61M,"DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY (introducing media into or onto the bodies of animals A61D0007000000; means for inserting tampons A61F0013260000; devices for administering food or medicines orally A61J; containers for collecting, storing or administering blood or medical fluids A61J0001050000); DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY (surgery A61B; chemical aspects of surgical articles A61L; magnetotherapy using magnetic elements placed within the body A61N0002100000); DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR",Rouen
Robotiques 3 Dimensions,89,,,,,,17,B25J,"MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits, vegetables, hops or the like A01D0046300000; needle manipulators for surgery A61B0017062000; manipulators associated with rolling mills B21B0039200000; manipulators associated with forging machines B21J0013100000; means for holding wheels or parts thereof B60B0030000000; cranes B66C; arrangements for handling fuel or other materials which are used within nuclear reactors G21C0019000000; structural combination of manipulators with cells or rooms shielded against radiation G21F0007060000)",A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)",Auxerre
Robotswim,91,,,,,,2,H04B,"TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)","","",Palaiseau
Roche,54,1,"",,,Autonome,3,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)",A61L,"METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION, STERILISATION, OR DEODORISATION OF AIR; CHEMICAL ASPECTS OF BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES; MATERIALS FOR BANDAGES, DRESSINGS, ABSORBENT PADS, OR SURGICAL ARTICLES (preservation of bodies or disinfecting characterised by the agent employed A01N; preserving, e.g. sterilising, food or foodstuffs A23; preparations for medical, dental or toilet purposes A61K)",Ludres
"Rocklinger, Marc",74,,,,,,8,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE (weighing G01G)",A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",Bonne
Rockwell Collins France,31,,,,,,5,G01S,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES,G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",Blagnac
Rockwell-Collins France,31,,,,,,7,G01S,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES,G08G,"TRAFFIC CONTROL SYSTEMS (guiding railway traffic, ensuring the safety of railway traffic B61L; radar or analogous systems, sonar systems or lidar systems specially adapted for traffic control G01S0013910000, G01S0015880000, G01S0017880000; radar or analogous systems, sonar systems or lidar systems specially adapted for anti-collision purposes G01S0013930000, G01S0015930000, G01S0017930000; control of position, course, altitude or attitude of land, water, air or space vehicles, not being specific to a traffic environment G05D0001000000)",Blagnac
"Rocton, Regis",41,,,,,,2,A47K,"SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe, sinks E03C; water-closets E03D); TOILET ACCESSORIES (cosmetic equipment A45D)","","",Selles sur Cher
Roctool,73,,,,,,59,B29C,"SHAPING OR JOINING OF PLASTICS; SHAPING OF SUBSTANCES IN A PLASTIC STATE, IN GENERAL; AFTER- TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING (working in the manner of metal B23; grinding, polishing B24; cutting B26D, B26F; making preforms B29B0011000000;  making laminated products by combining previously unconnected layers which become one product whose layers will remain together B32B0037000000-B32B0041000000)",B22D,"CASTING OF METALS; CASTING OF OTHER SUBSTANCES BY THE SAME PROCESSES OR DEVICES (shaping of plastics or substances in a plastic state B29C; metallurgical processing, selection of substances to be added to metal C21, C22)",Le Bourget du Lac
"Rodet, Yves",21,,,,,,2,A63B,"APPARATUS FOR PHYSICAL TRAINING, GYMNASTICS, SWIMMING, CLIMBING, OR FENCING; BALL GAMES; TRAINING EQUIPMENT (apparatus for passive exercising, massage A61H)","","",Beaune
"Rodi, Olivier",78,,,,,,8,B60K,"ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST, OR FUEL SUPPLY, OF PROPULSION UNITS, IN VEHICLES",G02C,SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES,Gambais
"Roditi, David",66,,,,,,3,B62K,"CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS, FORECARS, OR THE LIKE",A61H,"PHYSICAL THERAPY APPARATUS, e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY; ARTIFICIAL RESPIRATION; MASSAGE; BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY (electrotherapy, magnetotherapy, radiation therapy, ultrasound therapy A61N)",Perpignan
"Rodrigues, Rolando",39,,,,,,1,A61C,DENTISTRY; APPARATUS OR METHODS FOR ORAL OR DENTAL HYGIENE (non-driven toothbrushes A46B; preparations for dentistry A61K0006000000),"","",Dole
"Roere, Michel",67,,,,,,2,B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYERS FOR LOADING OR TIPPING; SHOP CONVEYER SYSTEMS; PNEUMATIC TUBE CONVEYERS (transport or storage devices used in a particular handling or treatment of articles or materials, see the relevant subclass, e.g. in metal-working B21D0043000000, B23Q0007000000, B23Q0041020000; vehicle, railway, sea or aircraft aspects B60-B64; transportation, conveyor or haulage systems specially adapted for motor vehicle or trailer assembly lines B62D0065180000; in packaging B65B; handling thin or filamentary materials B65H; hoisting, lifting, hauling, e.g. truck loaders B66; handling liquids B67; specially adapted to underground conditions E21F0013000000; storing or distributing gases or liquids F17; in handling radioactive materials G21C0019000000)","","",Weyersheim
Roger Mondelin SAS,42,,,,,,10,B62B,"HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS; SLEDGES (characterised by animal propulsion B62C; propulsion of sledges by driver or engine B62M)",B66F,"HOISTING, LIFTING, HAULING, OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD (mounting artificial islands on piles or like supports E02B0017000000; scaffolds combined with lifting devices E04G0001220000, E04G0003280000; lifting devices for sliding forms E04G0011240000; lifting of buildings E04G0023060000; shores or struts E04G0025000000; lifts or other hoisting devices on ladders E06C0007120000; props for mining E21D0015000000)",Ambierle
"Rogers, David J.",10,,,,,,1,H01L,"SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets, inductors, transformers H01F; capacitors in general H01G; electrolytic devices H01G0009000000; batteries, accumulators H01M; waveguides, resonators, or lines of the waveguide type H01P; line connectors, current collectors H01R; stimulated-emission devices H01S; electromechanical resonators H03H; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R; electric light sources in general H05B; printed circuits, hybrid circuits, casings or constructional details of electrical apparatus, manufacture of assemblages of electrical components H05K; use of semiconductor devices in circuits having a particular application, see the subclass for the application);","","",Sainte Savine
"Rogliano, Jean",61,,,,,,3,A41B,SHIRTS; UNDERWEAR; BABY LINEN; HANDKERCHIEFS,"","",Cannes
"Rognard, Claude Aimé",38,,,,,,2,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES",B67C,"FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",Saint Just Chaleyssin
Rohm and Haas Europe Services ApS Succursale France,75,,,,,,4,C22B,PRODUCTION OR REFINING OF METALS (making metallic powder or suspensions thereof B22F0009000000;  production of metals by electrolysis or electrophoresis  C25); PRETREATMENT OF RAW MATERIALS,C08L,"COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)",Paris
"Roisnel, Thierry",35,,,,,,3,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",A61P,SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS,Thorigne Fouillard
Rolanfer Dausse Participations,57,,,,,,4,B61D,BODY DETAILS OR KINDS OF RAILWAY VEHICLES (vehicles in general B60; adaptation of vehicles to special systems B61B; underframes B61F),E01B,"PERMANENT WAY; PERMANENT-WAY TOOLS; MACHINES FOR MAKING RAILWAYS OF ALL KINDS (derailing or rerailing blocks on track, track brakes or retarders B61K; removal of foreign matter from the permanent way, vegetation control, applying liquids E01H)",Yutz
Rolide,59,,,,,,2,B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS (vehicles with special provisions for transporting patients or disabled persons, or their personal conveyances A61G0003000000)","","",Roncq
"Rolland, Bruno",60,,,,,,1,A61G,"TRANSPORT, PERSONAL CONVEYANCES, OR ACCOMMODATION SPECIALLY ADAPTED FOR PATIENTS OR DISABLED PERSONS (appliances for aiding patients or disabled persons to walk A61H0003000000); OPERATING TABLES OR CHAIRS; CHAIRS FOR DENTISTRY; FUNERAL DEVICES (embalming corpses A01N0001000000)","","",La Chapelle en Serval
Roller Grill,28,,,,,,2,A47J,KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES,H05B,ELECTRIC HEATING; ELECTRIC LIGHTING NOT OTHERWISE PROVIDED FOR,Bonneval
"Rollet, Xavier",68,,,,,,2,H01T,"SPARK GAPS; OVERVOLTAGE ARRESTERS USING SPARK GAPS; SPARKING PLUGS; CORONA DEVICES; GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES (working of metal by the action of a high concentration of electric current B23H; welding, e.g. arc welding, electron beam welding or electrolytic welding, B23K; gas-filled discharge tubes with solid cathode H01J0017000000; electric arc lamps H05B0031000000)","","",Altkirch
"Rollier, Jean-Charles",74,,,,,,2,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","","",Saint Martin Bellevue
Rolls-Royce Nuclear Field Services France,84,,,,,,5,B04C,"APPARATUS USING FREE VORTEX FLOW, e.g. CYCLONES (exhaust or silencing apparatus for machines or engines having means for removing solid constituents of exhaust, using inertial or centrifugal separators F01N0003037000; cyclonic type combustion apparatus F23)","","",Mondragon
"Romano, Paulo",26,,,,,,3,B60J,"WINDOWS, WINDSCREENS, NON-FIXED ROOFS, DOORS, OR SIMILAR DEVICES FOR VEHICLES; REMOVABLE EXTERNAL PROTECTIVE COVERINGS SPECIALLY ADAPTED FOR VEHICLES (fastening, suspending, closing, or opening of such devices E05)",B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS (vehicles with special provisions for transporting patients or disabled persons, or their personal conveyances A61G0003000000)",Beaumont les Valence
